featureid	Description	Intercept	up_in_il
G000154225	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces odontolyticus	0.286301148	-0.121421261
G000162895	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 848	-5.100756156	-0.121700687
k99_9778921_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.425266755	-0.121813757
k99_3108886_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. CAG:7	0.891666424	-0.121924682
k99_4863565_3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus parasanguinis	0.056557906	-0.121975345
G000434535	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. CAG:166	2.708404911	-0.122044606
k99_8569276_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__[Eubacterium] hallii	-0.102913606	-0.122064186
k99_1842823_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.103568327	-0.122732533
k99_5126106_1	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella aerofaciens	-0.11881541	-0.122753931
k99_1555410_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.908158553	-0.123013271
G001643775	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Denitrobacterium;s__Denitrobacterium detoxificans	-3.570659149	-0.123137189
MTB_feature_85	unclassified	0.866413367	-0.123197479
k99_663963_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia massiliensis	0.153016579	-0.123508168
k99_7546996_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.20288707	-0.123517437
MTB_feature_864	unclassified	1.615401995	-0.123847647
k99_2548739_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__[Eubacterium] hallii	-0.13312124	-0.123911424
k99_7613419_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Butyricicoccus; s__Butyricicoccus sp. N54.MGS-46	0.394784224	-0.123975409
k99_8170289_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured Ruminococcus sp.	0.05339433	-0.124140037
k99_1662931_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__[Eubacterium] hallii	0.024979603	-0.124191714
k99_2029132_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	0.092045796	-0.124546183
k99_5332953_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium perfringens	0.2236817	-0.124743534
k99_9219125_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__Lachnospiraceae bacterium 3-2	-0.122363794	-0.125099463
G000213825	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parauberis	-3.588809955	-0.125320984
ASV_Feature_1238	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	4.321893406	-0.125484986
G000025405	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea ananatis	-2.101431358	-0.125487043
G001010285	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Photorhabdus;s__Photorhabdus temperata;t__Photorhabdus temperata subsp. thracensis	-4.018904674	-0.126002861
G000221545	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera sp. UPII 135-E	-1.503967273	-0.12628038
G000153905	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum	3.423008066	-0.126453711
G000436615	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. CAG:237	2.027627838	-0.126634819
k99_4020252_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.265119326	-0.126739932
k99_2398516_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.185549033	-0.127051784
k99_7868546_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.111628544	-0.127157284
MTB_feature_74	unclassified	3.393635091	-0.127324684
k99_6112350_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus sp. JC304	0.083421958	-0.127325578
k99_551026_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__Lachnospiraceae bacterium CAG:364	0.297255766	-0.128122194
k99_5446135_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.206613314	-0.128539992
k99_5167725_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	-0.006691444	-0.12872581
G000752395	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus andreraoultii	-3.068840969	-0.128951831
G000164865	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter lignolyticus	0.782392991	-0.12916754
k99_7667618_5	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:114	0.448213828	-0.129777027
k99_2193035_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__uncultured Clostridium sp.	0.38202287	-0.130222721
k99_972538_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__; f__; g__; s__Bacteroidia bacterium UC5.1-2G11	0.562462342	-0.130654229
k99_5831614_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__[Eubacterium] hallii	0.438119662	-0.130869461
MTB_feature_676	#N/A	1.821708095	-0.131386859
k99_1373403_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.008464348	-0.131999714
k99_9170274_9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. CAG:510	0.104429257	-0.132081164
k99_5892466_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides coprophilus	0.722028029	-0.132087214
G000969835	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	0.529664767	-0.132146073
k99_8031738_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus lactaris	0.26028229	-0.132168962
k99_1315023_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	-0.12798022	-0.132790847
k99_3467122_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.012840283	-0.132876767
k99_2769684_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.501277459	-0.133110655
k99_3772155_2	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:646	0.287134659	-0.133277846
k99_4871200_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Romboutsia; s__Romboutsia timonensis	0.161524546	-0.133314146
k99_7082919_1	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:103	0.335059655	-0.133779002
k99_381562_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides eggerthii	0.499923956	-0.13391359
k99_8837640_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__Lachnospiraceae bacterium CAG:25	0.009708655	-0.13396184
k99_3242394_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia hansenii	0.225678456	-0.134055776
k99_7895041_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	0.069187176	-0.134299202
MTB_feature_1517	unclassified	0.139600289	-0.134632004
k99_654772_2	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG_194_44_15	0.500597966	-0.135035707
k99_887652_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	0.098851216	-0.135064853
k99_1321811_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.125808251	-0.135168089
MTB_feature_446	#N/A	1.73639406	-0.135232164
k99_2233937_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.132347596	-0.135553492
MTB_feature_181	Beta amino acids and derivatives	1.771739733	-0.13577543
k99_944486_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	-0.099049795	-0.135971231
k99_7999749_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__Clostridia bacterium UC5.1-2E1	0.159663212	-0.136620445
G000951135	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Rouxiella;s__Rouxiella chamberiensis	-4.017218578	-0.137707127
k99_235805_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.398690951	-0.137959702
G001487125	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Gabonibacter;s__Gabonibacter massiliensis	-0.540201175	-0.138448192
k99_7719500_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Tyzzerella; s__Tyzzerella sp. Marseille-P3062	0.293599141	-0.138663573
k99_3877922_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. CAG:62_40_43	-0.15446471	-0.139474196
k99_7019840_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum sp. 60_17	-0.104185092	-0.139589352
G000179055	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	-3.027211654	-0.139633996
k99_307118_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus comes	0.056420338	-0.140309645
k99_594983_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium] glycyrrhizinilyticum	0.554708016	-0.140662564
G000147055	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Dickeya;s__Dickeya dadantii	-2.110887515	-0.1407838
k99_29408_1	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:94	0.574961674	-0.140875591
G000015885	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus;s__Actinobacillus pleuropneumoniae	-4.982852447	-0.141030891
k99_278590_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.095371974	-0.141040249
k99_5136413_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	0.404871476	-0.141603542
G000311845	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis	-1.624803531	-0.141659124
MTB_feature_1062	unclassified	1.115722191	-0.141678972
k99_6213811_2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured Bacteroides sp.	0.611157906	-0.141915871
k99_4575595_6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus lactaris	0.303580535	-0.142058773
k99_1506186_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides coprocola CAG:162	0.635725272	-0.142525805
k99_122335_8	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:424	0.448231709	-0.143376095
k99_340767_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__Clostridia bacterium UC5.1-1E11	0.648085606	-0.143789215
G000144405	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella melaninogenica	-1.384204376	-0.144050969
k99_4991256_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.031973136	-0.144606395
G000016505	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium kluyveri	-2.634968746	-0.14473675
G000295095	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces timonensis	-4.094842422	-0.144814623
G000403845	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium sp. 14-2	0.09604646	-0.145788295
k99_194727_8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__uncultured Eubacterium sp.	0.048821461	-0.146049244
k99_6839980_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia hydrogenotrophica	0.010119689	-0.146312727
k99_3309987_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.295062077	-0.146454437
k99_127497_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia massiliensis	0.083940995	-0.146613641
k99_768130_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium] symbiosum	0.283873808	-0.146677805
k99_5023246_4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus comes	0.569902194	-0.146834059
k99_554734_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	0.039440882	-0.147597594
k99_4283434_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus sp. Marseille-P328	0.23686887	-0.147776229
k99_8082676_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured Ruminococcus sp.	0.221176398	-0.147969557
k99_2350645_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:257	0.463984025	-0.148066504
k99_2143509_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides massiliensis	0.76212002	-0.148147924
k99_5883029_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. CAG:58	0.453956378	-0.148194922
k99_1904152_6	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Candidatus Stoquefichus; s__Candidatus Stoquefichus sp. KLE1796	0.261744034	-0.148218198
k99_5428483_4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.650264275	-0.149355603
G000875945	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae bacterium TWA4	-2.572870243	-0.14954613
k99_3264128_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	-0.160407054	-0.14972095
k99_228189_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	-0.368988264	-0.149818195
k99_2484219_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea longicatena	1.180183899	-0.14993651
k99_10290895_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. CAG:58	0.489413989	-0.150530232
k99_1934814_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:257	0.21815778	-0.150674833
k99_222770_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	-0.152389514	-0.150998546
k99_1542203_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Eubacterium] contortum	0.389534724	-0.151345475
k99_4439853_5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. Marseille-P3201T	0.150008452	-0.151526852
k99_703382_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.321595919	-0.15166269
k99_4157067_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. Marseille-P3201T	0.328858388	-0.151727362
G000169035	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	2.911661339	-0.152835233
k99_4334582_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea sp. CAG:317	0.287981045	-0.15315537
G000190535	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	2.185865295	-0.153332276
k99_1456533_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__Clostridia bacterium UC5.1-1D4	0.122536194	-0.15371759
ASV_Feature_79	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1.315579188	-0.154293163
G001571305	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Erwinia;s__Erwinia persicina	-2.904540527	-0.154994292
MTB_feature_481	unclassified	1.408562434	-0.155448658
k99_7973583_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. 42_12	-0.35705899	-0.155592425
k99_1033795_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__uncultured Lachnospira sp.	-0.035048473	-0.156020803
G001564455	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium	-2.84803437	-0.156246675
k99_8354376_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides vulgatus	0.922136557	-0.15627606
k99_500669_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	0.570040953	-0.15699224
G000320405	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium celatum	-1.946998107	-0.157143576
G000006785	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	-3.666756618	-0.158265574
k99_3295783_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus faecis	0.070814383	-0.158565922
